id	equip_req	ex_name	ex_type	muscle
369	Machine - Strength	Smith Machine Bent Over Row	Strength	Back
370	Machine - Strength	Smith Machine Deadlift	Strength	Back
371	Machine - Strength	Smith Machine Good Morning	Strength	Back
372	Machine - Strength	Smith Machine One Arm Row	Strength	Back
373	Machine - Strength	Smith Machine Reverse Grip Bent Over Row	Strength	Back
374	Body Only	Sphinx	Stretching	Back
375	Exercise Ball	Spinal Stretch	Stretching	Back
376	Body Only	Spine Stretch	Stretching	Back
377	Body Only	Spine Twist	Strength	Back
378	Body Only	Standing Pelvic Tilt	Stretching	Back
379	Body Only	Superman	Stretching	Back
380	Machine - Strength	T Bar Lying Row	Strength	Back
381	Barbell, Machine - Strength	T Bar Row	Strength	Back
382	Machine - Strength	Unilateral Row	Strength	Back
383	Body Only	Upper Back Stretch	Stretching	Back
384	Body Only	Upward Facing Dog	Stretching	Back
385	Pullup Bar, Machine - Strength	V Bar Pull Up	Strength	Back
386	Exercise Ball, Weight Plate	Weight Plate Hyperextensions on Exercise Ball	Strength	Back
387	Pullup Bar, Weight Plate	Weighted Pull Ups	Strength	Back
388	Machine - Strength	Wide Grip Lat Pulldown	Strength	Back
389	Machine - Strength	Wide Grip Pulldown Behind The Neck	Strength	Back
390	Pullup Bar	Wide Grip Rear Pull-Up	Strength	Back
391	Bands	Band Speed Alternating Biceps Curl 	Strength	Biceps
392	Barbell	Barbell Bicep Curl with Deadlift	Strength	Biceps
393	Barbell, EZ Curl Bar	Barbell Bicep Drag Curl	Strength	Biceps
394	Machine - Strength, Barbell	Barbell Body Row	Strength	Biceps
395	EZ Curl Bar, Machine - Strength	Barbell Close Grip Preacher Curl	Strength	Biceps
396	Barbell, Bench	Barbell Close Grip Seated Concentration  Curl	Strength	Biceps
397	Barbell	Barbell Close Grip Standing Curl	Strength	Biceps
398	Barbell, Bench	Barbell Concentration Curl	Strength	Biceps
399	Barbell	Barbell Curl	Strength	Biceps
400	Barbell, Bench	Barbell Curls Lying Against An Incline	Strength	Biceps
401	Barbell	Barbell Drag Curl	Strength	Biceps
402	Barbell, Bench	Barbell Lying High Bench Biceps Curl	Strength	Biceps
403	Barbell	Barbell One Arm Bicep Curl	Strength	Biceps
404	Barbell, Machine - Strength	Barbell Preacher Curl	Strength	Biceps
405	EZ Curl Bar, Machine - Strength	Barbell Reverse Preacher Curl	Strength	Biceps
406	Bench, EZ Curl Bar	Barbell Spider Curl	Strength	Biceps
407	Barbell	Barbell Standing Wide Grip Biceps Curl	Strength	Biceps
408	Machine - Strength	Bicep Curl Machine	Strength	Biceps
409	Machine - Strength	Cable Close Grip Curl	Strength	Biceps
410	Machine - Strength, Bench	Cable Concentration Curl	Strength	Biceps
411	Machine - Strength	Cable Drag Curl	Strength	Biceps
412	Machine - Strength, Bench	Cable High Curl	Strength	Biceps
413	Machine - Strength, Bench	Cable Lying Bicep Curl	Strength	Biceps
414	Machine - Strength, Bench	Cable Lying Close Grip Biceps Curl	Strength	Biceps
415	Machine - Strength	Cable One Arm High Curl	Strength	Biceps
416	Bench, Machine - Strength	Cable One Arm Preacher Curl	Strength	Biceps
417	Bench, Machine - Strength	Cable One Arm Reverse Preacher Curl	Strength	Biceps
418	Machine - Strength	Cable Overhead Curl	Strength	Biceps
419	Exercise Ball, Machine - Strength	Cable Overhead Curl on Exercise Ball	Strength	Biceps
420	Machine - Strength, Bench	Cable Preacher Curl	Strength	Biceps
421	Machine - Strength, Bench	Cable Pulldown Bicep Curl	Strength	Biceps
422	Machine - Strength	Cable Reverse Curl	Strength	Biceps
423	Machine - Strength	Cable Reverse Grip Curls	Strength	Biceps
424	Bench, Machine - Strength	Cable Reverse Preacher Curl	Strength	Biceps
425	Machine - Strength	Cable Rope Hammer Curls	Strength	Biceps
426	Bench, Machine - Strength	Cable Rope Hammer Preacher Curl	Strength	Biceps
427	Bench, Machine - Strength	Cable Rope One Arm Hammer Preacher Curl	Strength	Biceps
428	Bench, Machine - Strength	Cable Seated Curl	Strength	Biceps
429	Machine - Strength, Bench	Cable Seated One Arm Concentration Curl	Strength	Biceps
430	Machine - Strength, Bench	Cable Seated Overhead Curl	Strength	Biceps
431	Machine - Strength	Cable Squatting Curl	Strength	Biceps
432	Machine - Strength	Cable Standing Biceps Curl	Strength	Biceps
433	Machine - Strength	Cable Standing Curl	Strength	Biceps
434	Machine - Strength	Cable Standing One Arm Bicep Curl	Strength	Biceps
435	Machine - Strength	Cable Standing Reverse Curl	Strength	Biceps
436	Bench, Machine - Strength	Cable Two Arm Curl on Incline Bench	Strength	Biceps
437	Dumbbell	Dumbbell Alternate Bicep Curl	Strength	Biceps
438	Dumbbell	Dumbbell Alternate Hammer Curl	Strength	Biceps
439	Machine - Strength, Dumbbell	Dumbbell Alternate Hammer Preacher Curl	Strength	Biceps
440	Dumbbell, Bench	Dumbbell Alternate Incline Curl	Strength	Biceps
441	Bench, Dumbbell	Dumbbell Alternate Incline Hammer Curl	Strength	Biceps
442	Machine - Strength, Dumbbell	Dumbbell Alternate Preacher Curl	Strength	Biceps
443	Bench, Dumbbell	Dumbbell Alternate Seated Curl	Strength	Biceps
444	Bench, Dumbbell	Dumbbell Alternate Seated Hammer Curl	Strength	Biceps
445	Dumbbell, Exercise Ball	Dumbbell Alternating Bicep Curl with Leg Raised on Exercise Ball	Strength	Biceps
446	Dumbbell, Exercise Ball	Dumbbell Alternating Seated Bicep Curl on Exercise Ball	Strength	Biceps
447	Dumbbell	Dumbbell Bicep Curl	Strength	Biceps
448	Dumbbell	Dumbbell Bicep Curl Lunge with Bowling Motion	Strength	Biceps
449	Exercise Ball, Dumbbell	Dumbbell Bicep Curl on Exercise Ball with Leg Raised	Strength	Biceps
450	Dumbbell	Dumbbell Bicep Curl With Stork Stance	Strength	Biceps
451	Dumbbell	Dumbbell Biceps Curl Reverse	Strength	Biceps
452	Dumbbell	Dumbbell Biceps Curl Squat	Strength	Biceps
453	Dumbbell, Others	Dumbbell Biceps Curl V Sit on Dome	Strength	Biceps
454	Bench, Dumbbell	Dumbbell Concentration Curls	Strength	Biceps
455	Dumbbell	Dumbbell Cross Body Hammer Curl	Strength	Biceps
456	Dumbbell, Bench	Dumbbell Flexor Incline Curl	Strength	Biceps
457	Dumbbell	Dumbbell Forward Lunge with Bicep Curl	Strength	Biceps
458	Dumbbell, Exercise Ball	Dumbbell Hammer Curl on Exercise Ball	Strength	Biceps
459	Dumbbell	Dumbbell Hammer Curls	Strength	Biceps
460	Dumbbell	Dumbbell High Curl	Strength	Biceps
461	Bench, Dumbbell	Dumbbell Incline Bench Curl	Strength	Biceps
462	Bench, Dumbbell	Dumbbell Incline Bench Hammer Curl	Strength	Biceps
463	Bench, Dumbbell	Dumbbell Incline Curl	Strength	Biceps
464	Bench, Dumbbell	Dumbbell Incline Hammer Curls	Strength	Biceps
465	Dumbbell, Exercise Ball	Dumbbell Kneeling Bicep Curl Exercise Ball	Strength	Biceps
466	Dumbbell, Bench	Dumbbell Lying Supine Biceps Curl	Strength	Biceps
467	Bench, Dumbbell	Dumbbell Lying Wide Curl	Strength	Biceps
468	Machine - Strength, Dumbbell	Dumbbell One Arm Hammer Preacher Curl	Strength	Biceps
469	Dumbbell, Machine - Strength	Dumbbell One Arm Preacher Curl	Strength	Biceps
470	Bench, Dumbbell	Dumbbell One Arm Prone Curl	Strength	Biceps
471	Bench, Dumbbell	Dumbbell One Arm Prone Hammer Curl	Strength	Biceps
472	Dumbbell, Bench	Dumbbell One Arm Reverse Spider Curl	Strength	Biceps
473	Dumbbell, Exercise Ball	Dumbbell One Arm Seated Bicep Curl on Exercise Ball 	Strength	Biceps
474	Bench, Dumbbell	Dumbbell One Arm Seated Curl	Strength	Biceps
475	Bench, Dumbbell	Dumbbell One Arm Seated Hammer Curl	Strength	Biceps
476	Dumbbell	Dumbbell One Arm Standing Curl	Strength	Biceps
477	Dumbbell	Dumbbell One Arm Standing Hammer Curl	Strength	Biceps
478	Dumbbell, Bench	Dumbbell One Arm Zottman Preacher Curl	Strength	Biceps
479	Dumbbell, Machine - Strength	Dumbbell Preacher Curl	Strength	Biceps
480	Dumbbell, Exercise Ball	Dumbbell Preacher Curl over Exercise Ball	Strength	Biceps
481	Dumbbell, Machine - Strength	Dumbbell Preacher Hammer Curl	Strength	Biceps
482	Dumbbell, Bench	Dumbbell Prone Incline Biceps Curl	Strength	Biceps
483	Bench, Dumbbell	Dumbbell Prone Incline Hammer Curl	Strength	Biceps
484	Dumbbell, Bench	Dumbbell Reverse Spider Curl	Strength	Biceps
485	Dumbbell, Exercise Ball	Dumbbell Seated Alternate Hammer Curl on Exercise Ball	Strength	Biceps
486	Dumbbell, Bench	Dumbbell Seated Bicep Curl	Strength	Biceps
487	Dumbbell, Exercise Ball	Dumbbell Seated Concentration Curl on Exercise Ball	Strength	Biceps
488	Bench, Dumbbell	Dumbbell Seated Curl	Strength	Biceps
489	Bench, Dumbbell	Dumbbell Seated Hammer Curl	Strength	Biceps
490	Dumbbell, Bench	Dumbbell Seated Inner Biceps Curl	Strength	Biceps
491	Dumbbell, Exercise Ball	Dumbbell Seated One Arm One Leg Bicep Curl on Exercise Ball	Strength	Biceps
492	Dumbbell, Bench	Dumbbell Spider Curl	Strength	Biceps
493	Dumbbell, Bench	Dumbbell Standing One-Arm  Curl Over Incline Bench	Strength	Biceps
494	Dumbbell, Bench	Dumbbell Step Up Single Leg Balance with Bicep Curl	Strength	Biceps
495	Dumbbell	Dumbbell Twisting Standing Curl	Strength	Biceps
496	Dumbbell, Exercise Ball	Dumbbell Two Arm Seated Hammer Curl on Exercise Ball	Strength	Biceps
497	Dumbbell	Dumbbell Zottman Curl	Strength	Biceps
498	EZ Curl Bar	EZ Bar Close Grip Curl	Strength	Biceps
499	EZ Curl Bar	EZ Bar Curl	Strength	Biceps
500	EZ Curl Bar, Bench	EZ Bar Seated Close Grip Concentration Curl	Strength	Biceps
501	Machine - Strength	Machine Curl With Hammer Grip	Strength	Biceps
502	Machine - Strength	Machine Curl With Reverse Grip	Strength	Biceps
503	Exercise Ball, Others	Medicine Ball Biceps Curl on Exercise Ball	Strength	Biceps
504	Machine - Strength	Preacher Curl Machine	Strength	Biceps
505	Machine - Strength	Smith Machine Bicep Curl	Strength	Biceps
506	Body Only	Standing Biceps Stretch	Stretching	Biceps
507	Weight Plate	Weight Plate Reverse Curl	Strength	Biceps
508	Body Only	1 Leg Pushup	Strength	Chest
509	Bands, Bench	Band Bench Press	Strength	Chest
510	Bands	Band Cross Over	Strength	Chest
511	Barbell, Machine - Strength	Barbell Bench Press	Strength	Chest
512	Barbell, Machine - Strength	Barbell Decline Bench Press	Strength	Chest
513	Barbell, Bench	Barbell Decline Pullover	Strength	Chest
514	Barbell, Bench	Barbell Front Raise and Pullover	Strength	Chest
515	Barbell, Machine - Strength	Barbell Incline Bench Press	Strength	Chest
516	Barbell, Machine - Strength	Barbell Neck Press	Strength	Chest
517	Barbell	Barbell One Arm Floor Press	Strength	Chest
518	Barbell, Bench	Barbell Pullover and Press	Strength	Chest
519	Barbell, Machine - Strength	Barbell Reverse Grip Decline Bench Press	Strength	Chest
520	Barbell, Machine - Strength	Barbell Reverse Grip Incline Bench Press	Strength	Chest
521	Barbell, Machine - Strength	Barbell Wide Grip Bench Press	Strength	Chest
522	Barbell, Machine - Strength	Barbell Wide Grip Decline Bench Press	Strength	Chest
523	Barbell, Bench	Barbell Wide Grip Decline Pullover	Strength	Chest
524	Barbell, Machine - Strength	Barbell Wide Reverse Grip Bench Press	Strength	Chest
525	Body Only	Behind Head Chest Stretch	Stretching	Chest
526	Machine - Strength	Bench Press Machine	Strength	Chest
527	Bench	Bench Pushups	Strength	Chest
528	Machine - Strength	Butterfly	Strength	Chest
529	Machine - Strength	Cable Cross Over	Strength	Chest
530	Bench, Machine - Strength	Cable Decline Chest Fly	Strength	Chest
531	Bench, Machine - Strength	Cable Decline One Arm Press	Strength	Chest
532	Bench, Machine - Strength	Cable Decline Press	Strength	Chest
533	Machine - Strength, Bench	Cable Flat Bench Fly	Strength	Chest
534	Machine - Strength, Exercise Ball	Cable Fly on Exercise Ball	Strength	Chest
535	Machine - Strength	Cable High Cross Over	Strength	Chest
536	Machine - Strength, Bench	Cable Incline Fly	Strength	Chest
537	Exercise Ball, Machine - Strength	Cable Incline Fly on Exercise Ball	Strength	Chest
538	Bench, Machine - Strength	Cable Incline Press	Strength	Chest
539	Exercise Ball, Machine - Strength	Cable Incline Press on Exercise Ball	Strength	Chest
540	Machine - Strength	Cable Inner Chest Press	Strength	Chest
541	Machine - Strength	Cable Lower Chest Raise	Strength	Chest
542	Machine - Strength	Cable Mid Chest Crossovers	Strength	Chest
543	Bench, Machine - Strength	Cable One Arm Decline Chest Fly	Strength	Chest
544	Exercise Ball, Machine - Strength	Cable One Arm Fly on Exercise Ball	Strength	Chest
545	Exercise Ball, Machine - Strength	Cable One Arm Incline Fly on Exercise Ball	Strength	Chest
546	Bench, Machine - Strength	Cable One Arm Incline Press	Strength	Chest
547	Machine - Strength, Exercise Ball	Cable One Arm Incline Press on Exercise Ball	Strength	Chest
548	Exercise Ball, Machine - Strength	Cable One Arm Press on Exercise Ball	Strength	Chest
549	Exercise Ball, Machine - Strength	Cable Press on Exercise Ball	Strength	Chest
550	Bench, Machine - Strength	Cable Rope Extension Lying Pullover	Strength	Chest
551	Machine - Strength	Cable Standing Up Straight Crossovers	Strength	Chest
552	Machine - Strength	Cable Upper Chest Crossovers	Strength	Chest
553	Barbell	Chest and Front of Shoulder Stretch	Stretching	Chest
554	Body Only	Clap Push Up	Strength	Chest
555	Body Only	Close Hand Pushup	Strength	Chest
556	Dumbbell	Deep Push Up	Strength	Chest
557	Exercise Ball	Downward Facing Balance	Stretching	Chest
558	Bench	Drop Push Up	Strength	Chest
559	Dumbbell, Bench	Dumbbell Around the Worlds	Strength	Chest
560	Dumbbell, Bench	Dumbbell Bench Press	Strength	Chest
561	Dumbbell, Bench	Dumbbell Bent Arm Pullover	Strength	Chest
562	Dumbbell, Bench	Dumbbell Decline Bench Press	Strength	Chest
563	Dumbbell, Bench	Dumbbell Decline Fly	Strength	Chest
564	Dumbbell, Bench	Dumbbell Decline One Arm Fly	Strength	Chest
565	Dumbbell, Bench	Dumbbell Decline One Arm Hammer Press	Strength	Chest
566	Dumbbell, Bench	Dumbbell Decline Press	Strength	Chest
567	Dumbbell, Exercise Ball	Dumbbell Decline Press on Exercise Ball	Strength	Chest
568	Dumbbell, Bench	Dumbbell Fly	Strength	Chest
569	Dumbbell, Exercise Ball	Dumbbell Fly on Exercise Ball	Strength	Chest
570	Dumbbell, Bench	Dumbbell Hammer Grip Incline Bench Press	Strength	Chest
571	Dumbbell, Bench	Dumbbell Incline Bench Press	Strength	Chest
572	Dumbbell, Bench	Dumbbell Incline Fly	Strength	Chest
573	Dumbbell, Exercise Ball	Dumbbell Incline Fly on Exercise Ball	Strength	Chest
574	Dumbbell, Bench	Dumbbell Incline Fly With A Twist	Strength	Chest
575	Dumbbell, Exercise Ball	Dumbbell Incline Hammer Press on Exercise Ball	Strength	Chest
576	Dumbbell, Bench	Dumbbell Incline One Arm Fly	Strength	Chest
577	Dumbbell, Exercise Ball	Dumbbell Incline One Arm Fly on Exercise Ball	Strength	Chest
578	Dumbbell, Bench	Dumbbell Incline One Arm Hammer Press	Strength	Chest
579	Dumbbell, Exercise Ball	Dumbbell Incline One Arm Hammer Press on Exercise Ball	Strength	Chest
580	Dumbbell, Bench	Dumbbell Incline One Arm Press	Strength	Chest
581	Dumbbell, Exercise Ball	Dumbbell Incline One Arm Press on Exercise Ball	Strength	Chest
582	Dumbbell, Exercise Ball	Dumbbell Incline Press on Exercise Ball	Strength	Chest
583	Dumbbell, Exercise Ball	Dumbbell Incline Press on Exercise Ball	Strength	Chest
584	Dumbbell, Exercise Ball	Dumbbell Lying Pullover on Exercise Ball	Strength	Chest
585	Dumbbell, Bench	Dumbbell One Arm Bench Fly	Strength	Chest
586	Bench, Dumbbell	Dumbbell One Arm Bench Press	Strength	Chest
587	Dumbbell, Bench	Dumbbell One Arm Bench Press	Strength	Chest
588	Dumbbell, Exercise Ball	Dumbbell One Arm Chest Fly on Exercise Ball	Strength	Chest
589	Dumbbell, Bench	Dumbbell One Arm Decline Chest Press	Strength	Chest
590	Dumbbell, Exercise Ball	Dumbbell One Arm Fly on Exercise Ball	Strength	Chest
591	Dumbbell, Bench	Dumbbell One Arm Hammer Press	Strength	Chest
592	Dumbbell, Exercise Ball	Dumbbell One Arm Hammer Press on Exercise Ball	Strength	Chest
593	Dumbbell, Bench	Dumbbell One Arm Incline Chest Press	Strength	Chest
594	Dumbbell, Exercise Ball	Dumbbell One Arm Press on Exercise Ball	Strength	Chest
595	Dumbbell, Exercise Ball	Dumbbell One Arm Pullover on Exercise Ball	Strength	Chest
596	Dumbbell, Bench	Dumbbell One Arm Reverse Grip Press	Strength	Chest
597	Dumbbell, Exercise Ball	Dumbbell One Leg Fly on Exercise Ball	Strength	Chest
598	Bench, Dumbbell	Dumbbell Palms In Bench Press	Strength	Chest
599	Bench, Dumbbell	Dumbbell Palms In Incline Bench Press	Strength	Chest
600	Dumbbell, Exercise Ball	Dumbbell Press on Exercise Ball	Strength	Chest
601	Dumbbell, Exercise Ball	Dumbbell Pullover Hip Extension on Exercise Ball	Strength	Chest
602	Dumbbell, Exercise Ball	Dumbbell Pullover on Exercise Ball	Strength	Chest
603	Bench, Dumbbell	Dumbbell Reverse Bench Press	Strength	Chest
604	Dumbbell, Bench	Dumbbell Straight Arm Pullover	Strength	Chest
605	Body Only	Dynamic Chest Stretch	Stretching	Chest
606	Body Only	Elbows Back Stretch	Stretching	Chest
607	Exercise Ball	Exercise Ball Chest Stretch	Stretching	Chest
608	Exercise Ball	Exercise Ball Narrow Push Up	Strength	Chest
609	Exercise Ball	Exercise Ball Pike Pushup 	Strength	Chest
610	Bench, Others	Incline Push Up Depth Jump	Strength	Chest
611	Body Only	Isometric Chest Squeeze	Strength	Chest
612	Kettlebell	Kettlebell Alternating Floor Press	Strength	Chest
613	Kettlebell	Kettlebell Extended Range One Arm Floor Press	Strength	Chest
614	Kettlebell	Kettlebell One Arm Floor Press	Strength	Chest
615	Kettlebell	Kettlebell Plyo Pushups	Strength	Chest
616	Kettlebell	Leg Over Floor Press	Strength	Chest
617	Machine - Strength	Leverage Chest Press	Strength	Chest
618	Machine - Strength	Leverage Decline Chest Press	Strength	Chest
619	Machine - Strength	Leverage Incline Chest Press	Strength	Chest
620	Machine - Strength	Machine Decline Chest Press	Strength	Chest
621	Machine - Strength	Machine Fly	Strength	Chest
622	Machine - Strength	Machine Incline Chest Press	Strength	Chest
623	Machine - Strength	Machine Inner Chest Press	Strength	Chest
624	Others	Medicine Ball Chest Pass	Strength	Chest
625	Others	Medicine Ball Chest Push from 3 Point Stance	Strength	Chest
626	Others	Medicine Ball Chest Push Multiple Response	Strength	Chest
627	Others	Medicine Ball Chest Push Single Response	Strength	Chest
628	Others	Medicine Ball Chest Push with Run Release	Strength	Chest
629	Barbell, Machine - Strength	Neck Press	Strength	Chest
630	Others, Exercise Ball	One Armed Biased Push Up	Strength	Chest
631	Body Only	Plyo Push-Up	Strength	Chest
632	Body Only	Push Up	Strength	Chest
633	Others	Push Up On Exercise Dome	Strength	Chest
634	Body Only	Push Up to Side Plank	Strength	Chest
635	Bench	Push Up with Feet Elevated	Strength	Chest
636	Exercise Ball	Push Up with Feet On An Exercise Ball	Strength	Chest
637	Machine - Strength, Bench	Smith Machine Bench Press	Strength	Chest
638	Bench, Machine - Strength	Smith Machine Decline Bench Press	Strength	Chest
639	Machine - Strength, Bench	Smith Machine Decline Close Grip Bench Press	Strength	Chest
640	Machine - Strength, Bench	Smith Machine Incline Bench Press	Strength	Chest
641	Machine - Strength, Bench	Smith Machine Reverse Decline Close Grip Bench Press	Strength	Chest
642	Machine - Strength, Bench	Smith Machine Reverse Grip Bench Press	Strength	Chest
643	Machine - Strength	Smith Machine Reverse Grip Incline Bench Press	Strength	Chest
644	Machine - Strength, Bench	Smith Machine Wide Grip Bench Press	Strength	Chest
645	Machine - Strength, Bench	Smith Machine Wide Grip Decline Bench Press	Strength	Chest
646	Bench, Weight Plate	Weighted Drop Push Up	Strength	Chest
647	Body Only	Wide Hand Pushup	Strength	Chest
648	Barbell	Barbell Behind The Back Wrist Curl	Strength	Forearm
649	EZ Curl Bar	Barbell EZ Bar Reverse Grip Curl	Strength	Forearm
650	Barbell, Bench	Barbell Palms Down Wrist Curl Over A Bench	Strength	Forearm
651	Barbell, Bench	Barbell Palms Up Wrist Curl Over A Bench	Strength	Forearm
652	Barbell	Barbell Reverse Curl	Strength	Forearm
653	Barbell, Machine - Strength	Barbell Reverse Preacher Curls	Strength	Forearm
654	Barbell, Bench	Barbell Reverse Wrist Curl Over Bench	Strength	Forearm
655	Barbell, Bench	Barbell Seated Palms Down Wrist Curl	Strength	Forearm
656	Barbell, Bench	Barbell Seated Palms Up Wrist Curl	Strength	Forearm
657	Barbell, Bench	Barbell Seated Reverse Wrist Curl	Strength	Forearm
658	Machine - Strength	Cable Reverse Grip Curl	Strength	Forearm
659	Machine - Strength	Cable Reverse One Arm Curl	Strength	Forearm
660	Bench, Machine - Strength	Cable Reverse Preacher Curl	Strength	Forearm
661	Bench, Machine - Strength	Cable Seated Reverse Grip Wrist Curl	Strength	Forearm
662	Machine - Strength	Cable Standing Behind the Back Wrist Curl	Strength	Forearm
663	Machine - Strength	Cable Standing Reverse Curl	Strength	Forearm
664	Machine - Strength, Bench	Cable Wrist Curl	Strength	Forearm
665	Dumbbell, Bench	Dumbbell Lying Pronation	Strength	Forearm
666	Dumbbell, Bench	Dumbbell Lying Supination	Strength	Forearm
667	Bench, Dumbbell	Dumbbell Neutral Wrist Curl Over Bench	Strength	Forearm
668	Bench, Dumbbell	Dumbbell One Arm Neutral Wrist Curl Over Bench	Strength	Forearm
669	Machine - Strength, Dumbbell	Dumbbell One Arm Reverse Preacher Curl	Strength	Forearm
670	Bench, Dumbbell	Dumbbell One Arm Reverse Wrist Curl Over Bench	Strength	Forearm
671	Bench, Dumbbell	Dumbbell One Arm Seated Neutral Wrist Curl	Strength	Forearm
